,#,Вилоят,Туман(шахар),Мутахассислик,Корхона номи,СТИР(ИНН),Маош,Ставка,Бўш иш ўринлари сони,Вакансия эълон қилинган сана
1683,1684,Тошкент вилояти,Зангиота тумани,Жисмоний тарбия бўйича услубчи / Инструктор-методист по физической культуре и спорту,31-СОНЛИ МБТМ,207004925,334400,0.5,1,2019-10-30
1684,1685,Жиззах вилояти,Зарбдор тумани,қадоқловчи / Расфасовщик алмазов и алмазных порошков,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,570000,1.0,50,2019-10-30
1685,1686,Бухоро вилояти,Когон туман,Ижтимоий педагог / Педагог социальный,7-СОН МАКТАБ КОГОН ТУМАН,202163978,403046,0.25,1,2019-10-30
1686,1687,Андижон вилояти,Асака тумани,ўт ёқувчи / Истопник,15-СОН.УМУМ.УРТА ТАЪЛ.МАКТАБИ,206889309,670000,1.0,2,2019-10-30
1687,1688,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,1660181,1.0,1,2019-10-30
1688,1689,Тошкент шаҳри,Миробод тумани,Бўлим бошлиғи (бошқа фаолият соҳаларида) / Начальник отдела (в прочих областях деятельности),AVTOMOBIL YO L.IL-TADQ.INST.DK,205340218,1450169,1.0,2,2019-10-30
1689,1690,Жиззах вилояти,Зарбдор тумани,Ишлаб чиқариш хоналари фарроши / Уборщик производственных помещений,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,650000,1.0,5,2019-10-30
1690,1691,Самарқанд вилояти,Пайариқ тумани,ўқитувчи / Учитель,80 УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,203270354,1500000,1.0,2,2019-10-30
1691,1692,Тошкент шаҳри,Шайхонтохур тумани,Санитар-техник тизимлар деталлари ва узелларини тайёрлаш бўйича чилангар / Слесарь по изготовлению узлов и деталей санитарно-технических систем,HUR OMAD ООО (ХУР-ОМАД),200892555,640000,1.0,2,2019-10-30
1692,1693,Андижон вилояти,Избоскан тумани,Бош врач / Главный врач,15-ЛИЦЕЙ ИНТЕРНАТИ,201305903,856600,0.5,1,2019-10-30
1693,1694,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,1503698,1.0,2,2019-10-30
1694,1695,Тошкент шаҳри,Миробод тумани,Бош иқтисодчи / Главный экономист,AVTOMOBIL YO L.IL-TADQ.INST.DK,205340218,1195726,1.0,1,2019-10-30
1695,1696,Тошкент шаҳри,Миробод тумани,Корреспондент / Корреспондент,PRAVDA VOSTOKA GAZETASI,201140445,920000,1.0,21,2019-10-30
1696,1697,Қорақалпоғистон Республикаси,Шўманай тумани,ўқитувчи / Учитель,18 ОРТА МЕКТЕП,206883499,542285,0.25,1,2019-10-30
1697,1698,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1698,1699,Тошкент шаҳри,Миробод тумани,Бўлим бошлиғи (бошқа фаолият соҳаларида) / Начальник отдела (в прочих областях деятельности),ООО AXBOROT TEXNOLOGIYALARINI ISHLAB CHIQISH VA JORIY QILIS,305027429,7000000,1.0,1,2019-10-30
1699,1700,Андижон вилояти,Избоскан тумани,ўқитувчи / Учитель,15-ЛИЦЕЙ ИНТЕРНАТИ,201305903,592377,0.25,1,2019-10-30
1700,1701,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,1660181,1.0,1,2019-10-30
1701,1702,Тошкент шаҳри,Миробод тумани,Етакчи мутахассис / Ведущий специалист,AVTOMOBIL YO L.IL-TADQ.INST.DK,205340218,1114331,1.0,1,2019-10-30
1702,1703,Қорақалпоғистон Республикаси,Шўманай тумани,ўқитувчи / Учитель,18 ОРТА МЕКТЕП,206883499,264204,0.25,1,2019-10-30
1703,1704,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1704,1705,Тошкент шаҳри,Миробод тумани,Етакчи мутахассис / Ведущий специалист,ООО AXBOROT TEXNOLOGIYALARINI ISHLAB CHIQISH VA JORIY QILIS,305027429,4500000,1.0,2,2019-10-30
1705,1706,Сурхондарё вилояти,Сариосиё тумани,ўқитувчи / Учитель,32-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206861154,1407000,1.0,3,2019-10-30
1706,1707,Андижон вилояти,Избоскан тумани,ўт ёқувчи / Истопник,15-ЛИЦЕЙ ИНТЕРНАТИ,201305903,526600,1.0,2,2019-10-30
1707,1708,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,1660181,1.0,1,2019-10-30
1708,1709,Тошкент шаҳри,Миробод тумани,Мутахассис / Специалист,AVTOMOBIL YO L.IL-TADQ.INST.DK,205340218,878843,1.0,2,2019-10-30
1709,1710,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1710,1711,Тошкент шаҳри,Сергели тумани,Кўкаламзорлаштириш қурилиши ишчиси / Рабочий зеленого строительства,SERGELI OBODONLASHTIRISH BOSHK,200648019,918983,1.0,9,2019-10-30
1711,1712,Қорақалпоғистон Республикаси,Амударё тумани,Корхона печлари ўт ёқувчиси / Кочегар производственных печей,28-СОНЛИ МТМ,207058502,317440,0.5,1,2019-10-30
1712,1713,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,880000,0.5,1,2019-10-30
1713,1714,Андижон вилояти,Асака тумани,ўт ёқувчи / Истопник,37-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,203201153,670000,1.0,3,2019-10-30
1714,1715,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1715,1716,Андижон вилояти,Андижон тумани,ўқитувчи / Преподаватель,4-УМУМТАЪЛИМ МАКТАБИ,206880828,1614000,1.0,3,2019-10-30
1716,1717,Тошкент шаҳри,Сергели тумани,Тракторчи / Тракторист,SERGELI OBODONLASHTIRISH BOSHK,200648019,918983,1.0,1,2019-10-30
1717,1718,Қорақалпоғистон Республикаси,Амударё тумани,Жисмоний тарбия бўйича йўриқчи / Инструктор по физкультуре,28-СОНЛИ МТМ,207058502,167200,0.25,1,2019-10-30
1718,1719,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,880000,0.5,1,2019-10-30
1719,1720,Андижон вилояти,Асака тумани,ўқитувчи / Учитель,38-СОН.УМУМ.УРТА ТАЪЛ.МАКТАБИ,206889704,1598538,1.0,1,2019-10-30
1720,1721,Наманган вилояти,Мингбулоқ тумани,ўқитувчи / Учитель,24-МАКТАБ,206873621,242187,0.25,1,2019-10-30
1721,1722,Самарқанд вилояти,Пайариқ тумани,ўқитувчи / Учитель,78 УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,203270346,1500000,1.0,3,2019-10-30
1722,1723,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1723,1724,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,1660181,1.0,1,2019-10-30
1724,1725,Андижон вилояти,Асака тумани,ўқитувчи / Учитель,38-СОН.УМУМ.УРТА ТАЪЛ.МАКТАБИ,206889704,800000,0.5,1,2019-10-30
1725,1726,Самарқанд вилояти,Самарқанд тумани,Бошланғич синфлар ўқитувчиси / Учитель начальных (младших) классов,49-СОН УМУМИЙ УРТА ТАЪЛИМ МАК,206876768,1729051,1.0,1,2019-10-30
1726,1727,Наманган вилояти,Мингбулоқ тумани,ўт ёқувчи / Истопник,24-МАКТАБ,206873621,660511,0.5,1,2019-10-30
1727,1728,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1728,1729,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,550000,0.5,1,2019-10-30
1729,1730,Андижон вилояти,Асака тумани,ўқитувчи / Учитель,38-СОН.УМУМ.УРТА ТАЪЛ.МАКТАБИ,206889704,940316,0.75,1,2019-10-30
1730,1731,Самарқанд вилояти,Самарқанд тумани,ўқитувчи / Учитель,49-СОН УМУМИЙ УРТА ТАЪЛИМ МАК,206876768,1776040,1.0,1,2019-10-30
1731,1732,Фарғона вилояти,Фарғона тумани,Худуд фарроши / Уборщик территорий,56-УМУМИЙ УРТА ТАЪЛИМ МАКТАБИ,206917399,260000,0.5,1,2019-10-30
1732,1733,Наманган вилояти,Мингбулоқ тумани,ўт ёқувчи / Истопник,24-МАКТАБ,206873621,1321022,1.0,2,2019-10-30
1733,1734,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1734,1735,Фарғона вилояти,Учкўприк тумани,ўқитувчи / Учитель,FARG`ONA VILOYATI XALQ TA`LIMI BOSHQARMASI UCHKO`PRIK TUMA,306632768,900000,0.5,4,2019-10-30
1735,1736,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,550000,0.5,1,2019-10-30
1736,1737,Андижон вилояти,Асака тумани,ўт ёқувчи / Истопник,38-СОН.УМУМ.УРТА ТАЪЛ.МАКТАБИ,206889704,670000,1.0,3,2019-10-30
1737,1738,Жиззах вилояти,Зарбдор тумани,Кийим тикувчи / Портной,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ZARBDOR TEXTILE""",304476797,800000,1.0,50,2019-10-30
1738,1739,Андижон вилояти,Асака тумани,ўт ёқувчи / Истопник,16-СОН.УМУМ.УРТА ТАЪЛ.МАКТАБИ,206889180,670000,1.0,3,2019-10-30
1739,1740,Хоразм вилояти,Урганч шаҳар,Умумтаълим мактабларининг юқори синфлари ўқитувчиси / Учитель старших классов обшеобразовательных школ,30-СОНЛИ ИХТ УМУМТАЪЛИМ МАКТАБ,207228155,1000000,0.5,1,2019-10-30
1740,1741,Тошкент шаҳри,Юнусобод тумани,Бошланғич синфлар ўқитувчиси / Учитель начальных (младших) классов,150-SONLI O`RTA MAKTABI,204832910,1776000,1.0,3,2019-10-30
1741,1742,Тошкент шаҳри,Мирзо Улуғбек тумани,Умумий амалиёт врачи / Врач общей практики,8-SON OILAVIY POLIKLINIKA,203374342,1716654,1.0,13,2019-10-30
